,name,hp,hp+,hp5,hp5+,mp,mp+,mp5,mp5+,ad,ad+,as,as+,ar,ar+,mr,mr+,ms,rng,ID,Dificultad,AD,Defensa,AP,Pasiva,Win Rate,Ban Rate,Play Rate
60,LeBlanc,528.0,92.0,7.5,0.55,334.0,50.0,6.0,0.8,54.88,3.5,0.625,1.4,21.88,3.5,30.0,0.5,340.0,525.0,7,9,1,4,10,Mirror Image,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.006639366347110705, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 5.320731575822721, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.16104323488456895}"
61,Lee Sin,575.0,85.0,7.5,0.7,200.0,0.0,50.0,0.0,70.0,3.2,0.651,3.0,33.0,3.7,32.1,1.25,345.0,125.0,64,6,8,5,3,Flurry,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 4.220423874646705, <Position.jungle: 'JUNGLE'>: 18.78377102112168, <Position.middle: 'MIDDLE'>: 1.4465841103493569, <Position.bottom: 'BOTTOM'>: 0.006330558610035788, <Position.utility: 'UTILITY'>: 0.1002081106808104}"
62,Leona,576.16,87.0,8.5,0.85,302.2,40.0,6.0,0.8,60.04,3.0,0.625,2.9,47.0,3.6,32.1,1.25,335.0,125.0,89,4,4,8,3,Sunlight,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.002444727918509756, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 11.220966604244614}"
63,Lissandra,550.0,90.0,7.0,0.55,475.0,30.0,8.0,0.4,53.0,2.7,0.625,1.36,22.0,3.7,30.0,0.5,325.0,550.0,127,6,2,5,8,Iceborn Subjugation,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.12540167523050566, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 1.8550852785432919, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.010834004775711654}"
64,Lucian,571.0,86.0,3.75,0.65,348.88,38.0,8.176,0.7,64.0,2.75,0.638,3.3,28.0,3.0,30.0,0.5,335.0,500.0,236,6,8,5,3,Lightslinger,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.9003804253980983, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 4.434582040308159, <Position.bottom: 'BOTTOM'>: 5.313088584330117, <Position.utility: 'UTILITY'>: 0.0}"
65,Lulu,525.0,74.0,6.0,0.6,350.0,55.0,11.0,0.6,46.368,2.6,0.625,2.25,28.22,3.7,30.0,0.5,330.0,550.0,117,5,4,5,7,"Pix, Faerie Companion","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.35916913219621743, <Position.jungle: 'JUNGLE'>: 0.006484962478573247, <Position.middle: 'MIDDLE'>: 0.3246856015561851, <Position.bottom: 'BOTTOM'>: 0.00036027569325406924, <Position.utility: 'UTILITY'>: 17.22300524998887}"
66,Lux,490.0,85.0,5.5,0.55,480.0,23.5,8.0,0.8,53.54,3.3,0.625,1.0,18.72,4.0,30.0,0.5,330.0,550.0,99,5,2,4,9,Illumination,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.000617615474149833, <Position.jungle: 'JUNGLE'>: 0.0011065610578517842, <Position.middle: 'MIDDLE'>: 3.696299942896303, <Position.bottom: 'BOTTOM'>: 0.1461689955487938, <Position.utility: 'UTILITY'>: 5.594901378389069}"
67,Malphite,574.2,90.0,7.0,0.55,282.2,40.0,7.324,0.55,61.97,4.0,0.638,3.4,37.0,3.75,32.1,1.25,335.0,125.0,54,2,5,9,7,Granite Shield,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 4.980528385478522, <Position.jungle: 'JUNGLE'>: 0.12149011056089007, <Position.middle: 'MIDDLE'>: 0.9935374260823647, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.3873735721823932}"
68,Malzahar,537.0,87.0,6.0,0.6,375.0,27.5,8.0,0.8,55.0,3.0,0.625,1.5,18.0,3.5,30.0,0.5,335.0,500.0,90,6,2,2,9,Void Shift,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.18983955636680494, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 3.455429907977868, <Position.bottom: 'BOTTOM'>: 0.029439670934475373, <Position.utility: 'UTILITY'>: 0.003474087042092811}"
69,Maokai,565.0,95.0,5.0,0.75,377.28,43.0,7.2,0.6,63.54,3.3,0.695,2.125,39.0,4.0,32.1,1.25,335.0,125.0,57,3,3,8,6,Sap Magic,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.7000671399488357, <Position.jungle: 'JUNGLE'>: 0.01278978711051946, <Position.middle: 'MIDDLE'>: 0.015131579116670908, <Position.bottom: 'BOTTOM'>: 0.10280724246785762, <Position.utility: 'UTILITY'>: 2.744297157450514}"
70,Master Yi,598.56,92.0,7.5,0.65,250.56,42.0,7.256,0.45,66.0,3.0,0.679,2.0,33.0,3.0,32.1,1.25,355.0,125.0,11,4,10,4,2,Double Strike,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.12254520366256269, <Position.jungle: 'JUNGLE'>: 6.020309770187855, <Position.middle: 'MIDDLE'>: 0.1645687898828409, <Position.bottom: 'BOTTOM'>: 0.0006433494522394093, <Position.utility: 'UTILITY'>: 0.0}"
71,Miss Fortune,541.0,91.0,3.75,0.65,325.84,35.0,8.042,0.65,50.0,2.7,0.656,3.0,28.0,3.0,30.0,0.5,325.0,550.0,21,1,8,2,5,Love Tap,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0017499105100911934, <Position.bottom: 'BOTTOM'>: 4.736158529539905, <Position.utility: 'UTILITY'>: 0.22411721518212066}"
72,Mordekaiser,575.0,90.0,5.0,0.75,0.0,0.0,0.0,0.0,61.0,4.0,0.625,1.0,37.0,3.0,32.0,1.25,335.0,175.0,82,4,4,6,7,Darkness Rise,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 6.385886662928378, <Position.jungle: 'JUNGLE'>: 0.5461007490389003, <Position.middle: 'MIDDLE'>: 0.4178683362185412, <Position.bottom: 'BOTTOM'>: 0.0013896348168371243, <Position.utility: 'UTILITY'>: 0.0006690834303289858}"
73,Morgana,560.0,90.0,5.5,0.4,340.0,60.0,11.0,0.4,56.0,3.5,0.625,1.53,25.0,3.8,30.0,0.5,330.0,450.0,25,1,1,6,8,Soul Siphon,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.018271124443599226, <Position.jungle: 'JUNGLE'>: 1.4472789277577753, <Position.middle: 'MIDDLE'>: 0.44733374113110613, <Position.bottom: 'BOTTOM'>: 0.01626387415261227, <Position.utility: 'UTILITY'>: 7.130550786906449}"
74,Nami,489.32,74.0,5.5,0.55,377.24,43.0,11.5,0.4,51.208,3.1,0.644,2.61,29.0,4.0,30.0,0.5,335.0,550.0,267,5,4,3,7,Surging Tides,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 5.111308462129749}"
75,Nasus,561.2,90.0,9.0,0.9,325.6,42.0,7.44,0.5,67.0,3.5,0.638,3.48,34.0,3.5,32.1,1.25,350.0,125.0,75,6,7,5,6,Soul Eater,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 4.5665973479076865, <Position.jungle: 'JUNGLE'>: 0.1670907197356194, <Position.middle: 'MIDDLE'>: 0.21917629138892197, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.02164227557333373}"
76,Nautilus,576.48,86.0,8.5,0.55,400.0,47.0,8.626,0.5,61.0,3.3,0.612,1.0,39.0,3.75,32.1,1.25,325.0,175.0,111,6,4,6,6,Staggering Blow,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0848449257613333, <Position.jungle: 'JUNGLE'>: 0.2610969416968419, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.016058002327895657, <Position.utility: 'UTILITY'>: 10.287157741308157}"
77,Neeko,540.0,90.0,7.5,0.75,450.0,30.0,7.0,0.7,48.0,2.5,0.625,3.0,21.0,4.0,30.0,0.5,340.0,550.0,518,5,1,1,9,Inherent Glamour,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.17825926622649554, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 1.2293636012952425, <Position.bottom: 'BOTTOM'>: 0.034406328705763614, <Position.utility: 'UTILITY'>: 0.4960996296108533}"
78,Nidalee,545.0,85.0,6.0,0.6,295.6,45.0,6.0,0.8,61.0,3.5,0.638,3.22,28.0,3.5,30.0,0.5,335.0,525.0,76,8,5,4,7,Prowl,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.047015977969656036, <Position.jungle: 'JUNGLE'>: 4.917994818720851, <Position.middle: 'MIDDLE'>: 0.004889455837019512, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.02050998053739237}"
79,Nocturne,585.0,85.0,8.5,0.75,275.0,35.0,7.0,0.45,62.0,3.1,0.668,2.7,38.0,3.5,32.1,1.25,345.0,125.0,56,4,9,5,2,Umbra Blades,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.3883223839545558, <Position.jungle: 'JUNGLE'>: 5.377088987838894, <Position.middle: 'MIDDLE'>: 0.870271671033294, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
80,Nunu & Willump,570.0,82.0,5.0,0.8,280.0,42.0,7.0,0.5,61.0,3.0,0.625,2.25,32.0,3.0,32.1,1.25,345.0,125.0,20,4,4,6,7,Call of the Freljord,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.00036027569325406924, <Position.jungle: 'JUNGLE'>: 3.6944728304519425, <Position.middle: 'MIDDLE'>: 0.48637218589299347, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.07455133452550275}"
81,Olaf,597.24,93.0,8.5,0.9,315.6,42.0,7.466,0.575,68.0,3.5,0.694,2.7,35.0,3.0,32.1,1.25,350.0,125.0,2,3,9,5,3,Berserker Rage,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.2711074591736871, <Position.jungle: 'JUNGLE'>: 1.4899201294522035, <Position.middle: 'MIDDLE'>: 0.0002573397808957638, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}"
82,Orianna,530.0,91.0,7.0,0.55,418.0,25.0,8.0,0.8,40.368,2.6,0.658,3.5,17.04,3.0,26.0,0.5,325.0,525.0,61,7,4,3,9,Clockwork Windup,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0035770229544511162, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 3.090264758886779, <Position.bottom: 'BOTTOM'>: 0.0003345417151644929, <Position.utility: 'UTILITY'>: 0.09822659436791302}"
83,Ornn,590.0,95.0,9.0,0.9,340.6,45.0,8.01,0.6,69.0,3.5,0.625,2.0,36.0,4.0,32.1,1.25,335.0,175.0,516,5,5,9,3,Living Forge,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 3.4972218883953397, <Position.jungle: 'JUNGLE'>: 0.0004889455837019511, <Position.middle: 'MIDDLE'>: 0.10453141899985922, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.02413847144802264}"
84,Pantheon,580.0,95.0,10.0,0.65,317.12,31.0,7.356,0.45,64.0,3.3,0.644,2.95,40.0,3.75,28.0,1.25,355.0,175.0,80,4,9,4,3,Mortal Will,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.8086387935087584, <Position.jungle: 'JUNGLE'>: 0.24557935290882735, <Position.middle: 'MIDDLE'>: 2.219143866576529, <Position.bottom: 'BOTTOM'>: 0.017087361451478714, <Position.utility: 'UTILITY'>: 1.8063708580197242}"
85,Poppy,540.0,90.0,8.0,0.8,280.0,40.0,7.0,0.7,64.0,4.0,0.625,2.5,38.0,3.5,32.0,1.25,345.0,125.0,78,6,6,7,2,Iron Ambassador,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.7583255209264852, <Position.jungle: 'JUNGLE'>: 2.0068642813156137, <Position.middle: 'MIDDLE'>: 0.021410669770527545, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.32936918556848804}"
86,Pyke,600.0,90.0,7.0,0.5,415.0,50.0,8.0,1.0,62.0,2.0,0.667,2.5,45.0,5.0,32.0,1.5,330.0,150.0,555,7,9,3,1,Gift of the Drowned Ones,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0034483530640032345, <Position.jungle: 'JUNGLE'>: 0.0007462853645977148, <Position.middle: 'MIDDLE'>: 0.40973639914223503, <Position.bottom: 'BOTTOM'>: 0.02542517035250146, <Position.utility: 'UTILITY'>: 6.720943057654662}"
87,Qiyana,590.0,90.0,8.5,0.65,320.0,50.0,8.0,0.7,64.0,3.1,0.625,2.1,28.0,3.5,32.1,1.25,335.0,150.0,246,8,0,2,4,Royal Privilege,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.14642633532968957, <Position.jungle: 'JUNGLE'>: 0.10908633312171426, <Position.middle: 'MIDDLE'>: 4.767219441094023, <Position.bottom: 'BOTTOM'>: 0.00028307375898534013, <Position.utility: 'UTILITY'>: 0.0017499105100911934}"
88,Quinn,532.8,85.0,5.5,0.55,268.8,35.0,6.972,0.4,59.0,2.4,0.668,3.1,28.0,3.5,30.0,0.5,335.0,525.0,133,5,9,4,2,Harrier,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 1.3825065049063117, <Position.jungle: 'JUNGLE'>: 0.0007205513865081385, <Position.middle: 'MIDDLE'>: 0.1470182168257498, <Position.bottom: 'BOTTOM'>: 0.03129251735692487, <Position.utility: 'UTILITY'>: 0.0}"
89,Rakan,540.0,85.0,5.0,0.5,315.0,50.0,8.75,0.5,62.0,3.5,0.635,3.0,32.0,3.9,32.1,1.25,335.0,300.0,497,5,2,4,8,Fey Feathers,"{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.0, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 0.0}","{<Position.top: 'TOP'>: 0.0, <Position.jungle: 'JUNGLE'>: 0.0, <Position.middle: 'MIDDLE'>: 0.003139545326928318, <Position.bottom: 'BOTTOM'>: 0.0, <Position.utility: 'UTILITY'>: 3.523110270353454}"
